Temperature_Max,Rainfall,Dose,Temp_squared,Temperature_Max_7d_MA,Temperature_Min_7d_MA,Average_Temperature_7d_MA
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
